id,category_id,category,question_id,question,type,difficulty,age,players,action
29-21,29,Эвгүй асуулт,21,Ямар зан хамгийн их татдаг вэ?,question,Easy,18+,2-10,answer
29-22,29,Эвгүй асуулт,22,Өнгөрсөнд очвол юу өөрчлөх вэ?,question,Medium,18+,2-10,answer
29-23,29,Эвгүй асуулт,23,Ирээдүйгээ харвал юу мэдмээр байна?,question,Hard,18+,2-10,answer
29-24,29,Эвгүй асуулт,24,Хэнтэй road trip хийх вэ?,question,Very Hard,18+,2-10,answer
29-25,29,Эвгүй асуулт,25,Хэнтэй удаан ярилцмаар байна?,question,Extreme,18+,2-10,answer
29-26,29,Эвгүй асуулт,26,Өөрийгөө 3 үгээр тодорхойл.,question,Easy,18+,2-10,answer
29-27,29,Эвгүй асуулт,27,Өнөөдрийн mood-оо 3 emoji-оор хэл.,question,Medium,18+,2-10,answer
29-28,29,Эвгүй асуулт,28,Эндээс хэнийг илүү танимаар байна?,question,Hard,18+,2-10,answer
29-29,29,Эвгүй асуулт,29,Нэг асуулт өөрөө зохио.,question,Very Hard,18+,2-10,answer
29-30,29,Эвгүй асуулт,30,Тухгүй байвал PASS хийж болно.,question,Extreme,18+,2-10,answer
30-01,30,18+ Hot Seat,1,Өөрийн хамгийн том мөрөөдлөө хэл.,question,Easy,18+,2-10,answer
30-02,30,18+ Hot Seat,2,Өөрийн нэг green flag-аа хэл.,question,Medium,18+,2-10,answer
30-03,30,18+ Hot Seat,3,Өөрийн нэг red flag-аа хэл.,question,Hard,18+,2-10,answer
30-04,30,18+ Hot Seat,4,Сүүлд хэзээ үнэхээр баярласан бэ?,question,Very Hard,18+,2-10,answer
30-05,30,18+ Hot Seat,5,Хэнээс message ирэхийг хүлээдэг вэ?,question,Extreme,18+,2-10,answer
30-06,30,18+ Hot Seat,6,Perfect weekend-ээ тайлбарла.,question,Easy,18+,2-10,answer
30-07,30,18+ Hot Seat,7,Dream destination-оо хэл.,question,Medium,18+,2-10,answer
30-08,30,18+ Hot Seat,8,Хамгийн их хүндэлдэг чанараа хэл.,question,Hard,18+,2-10,answer
30-09,30,18+ Hot Seat,9,Хамгийн муу зуршлаа хэл.,question,Very Hard,18+,2-10,answer
30-10,30,18+ Hot Seat,10,Хамгийн сайн чанараа хэл.,question,Extreme,18+,2-10,answer
30-11,30,18+ Hot Seat,11,5 жилийн дараах өөрийгөө төсөөл.,question,Easy,18+,2-10,answer
30-12,30,18+ Hot Seat,12,Нэг хүнийг сонгоод compliment өг.,question,Medium,18+,2-10,answer
30-13,30,18+ Hot Seat,13,Нэг хүний first impression-ийг хэл.,question,Hard,18+,2-10,answer
30-14,30,18+ Hot Seat,14,Нэг дуу санал болго.,question,Very Hard,18+,2-10,answer
30-15,30,18+ Hot Seat,15,Нэг кино санал болго.,question,Extreme,18+,2-10,answer
30-16,30,18+ Hot Seat,16,Нэг хоол сонгоод тайлбарла.,question,Easy,18+,2-10,answer
30-17,30,18+ Hot Seat,17,Нэг hobby туршиж үзмээр байгаагаа хэл.,question,Medium,18+,2-10,answer
30-18,30,18+ Hot Seat,18,Мөнгө авбал хамгийн түрүүнд юу хийх вэ?,question,Hard,18+,2-10,answer
30-19,30,18+ Hot Seat,19,Ямар хүнтэй амархан найзлах вэ?,question,Very Hard,18+,2-10,answer
30-20,30,18+ Hot Seat,20,Ямар зан хамгийн их turn-off вэ?,question,Extreme,18+,2-10,answer
30-21,30,18+ Hot Seat,21,Ямар зан хамгийн их татдаг вэ?,question,Easy,18+,2-10,answer
30-22,30,18+ Hot Seat,22,Өнгөрсөнд очвол юу өөрчлөх вэ?,question,Medium,18+,2-10,answer
30-23,30,18+ Hot Seat,23,Ирээдүйгээ харвал юу мэдмээр байна?,question,Hard,18+,2-10,answer
30-24,30,18+ Hot Seat,24,Хэнтэй road trip хийх вэ?,question,Very Hard,18+,2-10,answer
30-25,30,18+ Hot Seat,25,Хэнтэй удаан ярилцмаар байна?,question,Extreme,18+,2-10,answer
30-26,30,18+ Hot Seat,26,Өөрийгөө 3 үгээр тодорхойл.,question,Easy,18+,2-10,answer
30-27,30,18+ Hot Seat,27,Өнөөдрийн mood-оо 3 emoji-оор хэл.,question,Medium,18+,2-10,answer
30-28,30,18+ Hot Seat,28,Эндээс хэнийг илүү танимаар байна?,question,Hard,18+,2-10,answer
30-29,30,18+ Hot Seat,29,Нэг асуулт өөрөө зохио.,question,Very Hard,18+,2-10,answer
30-30,30,18+ Hot Seat,30,Тухгүй байвал PASS хийж болно.,question,Extreme,18+,2-10,answer
31-01,31,Compatibility,1,Өөрийн хамгийн том мөрөөдлөө хэл.,choice,Easy,18+,2-10,choose
31-02,31,Compatibility,2,Өөрийн нэг green flag-аа хэл.,choice,Medium,18+,2-10,choose
31-03,31,Compatibility,3,Өөрийн нэг red flag-аа хэл.,choice,Hard,18+,2-10,choose
31-04,31,Compatibility,4,Сүүлд хэзээ үнэхээр баярласан бэ?,choice,Very Hard,18+,2-10,choose
31-05,31,Compatibility,5,Хэнээс message ирэхийг хүлээдэг вэ?,choice,Extreme,18+,2-10,choose
31-06,31,Compatibility,6,Perfect weekend-ээ тайлбарла.,choice,Easy,18+,2-10,choose
31-07,31,Compatibility,7,Dream destination-оо хэл.,choice,Medium,18+,2-10,choose
31-08,31,Compatibility,8,Хамгийн их хүндэлдэг чанараа хэл.,choice,Hard,18+,2-10,choose
31-09,31,Compatibility,9,Хамгийн муу зуршлаа хэл.,choice,Very Hard,18+,2-10,choose
31-10,31,Compatibility,10,Хамгийн сайн чанараа хэл.,choice,Extreme,18+,2-10,choose
31-11,31,Compatibility,11,5 жилийн дараах өөрийгөө төсөөл.,choice,Easy,18+,2-10,choose
31-12,31,Compatibility,12,Нэг хүнийг сонгоод compliment өг.,choice,Medium,18+,2-10,choose
31-13,31,Compatibility,13,Нэг хүний first impression-ийг хэл.,choice,Hard,18+,2-10,choose
31-14,31,Compatibility,14,Нэг дуу санал болго.,choice,Very Hard,18+,2-10,choose
31-15,31,Compatibility,15,Нэг кино санал болго.,choice,Extreme,18+,2-10,choose
31-16,31,Compatibility,16,Нэг хоол сонгоод тайлбарла.,choice,Easy,18+,2-10,choose
31-17,31,Compatibility,17,Нэг hobby туршиж үзмээр байгаагаа хэл.,choice,Medium,18+,2-10,choose
31-18,31,Compatibility,18,Мөнгө авбал хамгийн түрүүнд юу хийх вэ?,choice,Hard,18+,2-10,choose
31-19,31,Compatibility,19,Ямар хүнтэй амархан найзлах вэ?,choice,Very Hard,18+,2-10,choose
31-20,31,Compatibility,20,Ямар зан хамгийн их turn-off вэ?,choice,Extreme,18+,2-10,choose
31-21,31,Compatibility,21,Ямар зан хамгийн их татдаг вэ?,choice,Easy,18+,2-10,choose
31-22,31,Compatibility,22,Өнгөрсөнд очвол юу өөрчлөх вэ?,choice,Medium,18+,2-10,choose
31-23,31,Compatibility,23,Ирээдүйгээ харвал юу мэдмээр байна?,choice,Hard,18+,2-10,choose
31-24,31,Compatibility,24,Хэнтэй road trip хийх вэ?,choice,Very Hard,18+,2-10,choose
31-25,31,Compatibility,25,Хэнтэй удаан ярилцмаар байна?,choice,Extreme,18+,2-10,choose
31-26,31,Compatibility,26,Өөрийгөө 3 үгээр тодорхойл.,choice,Easy,18+,2-10,choose
31-27,31,Compatibility,27,Өнөөдрийн mood-оо 3 emoji-оор хэл.,choice,Medium,18+,2-10,choose
31-28,31,Compatibility,28,Эндээс хэнийг илүү танимаар байна?,choice,Hard,18+,2-10,choose
31-29,31,Compatibility,29,Нэг асуулт өөрөө зохио.,choice,Very Hard,18+,2-10,choose
31-30,31,Compatibility,30,Тухгүй байвал PASS хийж болно.,choice,Extreme,18+,2-10,choose
32-01,32,Date Challenge,1,Өөрийн хамгийн том мөрөөдлөө хэл.,challenge,Easy,18+,2-10,do
32-02,32,Date Challenge,2,Өөрийн нэг green flag-аа хэл.,challenge,Medium,18+,2-10,do
32-03,32,Date Challenge,3,Өөрийн нэг red flag-аа хэл.,challenge,Hard,18+,2-10,do
32-04,32,Date Challenge,4,Сүүлд хэзээ үнэхээр баярласан бэ?,challenge,Very Hard,18+,2-10,do
32-05,32,Date Challenge,5,Хэнээс message ирэхийг хүлээдэг вэ?,challenge,Extreme,18+,2-10,do
32-06,32,Date Challenge,6,Perfect weekend-ээ тайлбарла.,challenge,Easy,18+,2-10,do
32-07,32,Date Challenge,7,Dream destination-оо хэл.,challenge,Medium,18+,2-10,do
32-08,32,Date Challenge,8,Хамгийн их хүндэлдэг чанараа хэл.,challenge,Hard,18+,2-10,do
32-09,32,Date Challenge,9,Хамгийн муу зуршлаа хэл.,challenge,Very Hard,18+,2-10,do
32-10,32,Date Challenge,10,Хамгийн сайн чанараа хэл.,challenge,Extreme,18+,2-10,do
32-11,32,Date Challenge,11,5 жилийн дараах өөрийгөө төсөөл.,challenge,Easy,18+,2-10,do
32-12,32,Date Challenge,12,Нэг хүнийг сонгоод compliment өг.,challenge,Medium,18+,2-10,do
32-13,32,Date Challenge,13,Нэг хүний first impression-ийг хэл.,challenge,Hard,18+,2-10,do
32-14,32,Date Challenge,14,Нэг дуу санал болго.,challenge,Very Hard,18+,2-10,do
32-15,32,Date Challenge,15,Нэг кино санал болго.,challenge,Extreme,18+,2-10,do
32-16,32,Date Challenge,16,Нэг хоол сонгоод тайлбарла.,challenge,Easy,18+,2-10,do
32-17,32,Date Challenge,17,Нэг hobby туршиж үзмээр байгаагаа хэл.,challenge,Medium,18+,2-10,do
32-18,32,Date Challenge,18,Мөнгө авбал хамгийн түрүүнд юу хийх вэ?,challenge,Hard,18+,2-10,do
32-19,32,Date Challenge,19,Ямар хүнтэй амархан найзлах вэ?,challenge,Very Hard,18+,2-10,do
32-20,32,Date Challenge,20,Ямар зан хамгийн их turn-off вэ?,challenge,Extreme,18+,2-10,do
32-21,32,Date Challenge,21,Ямар зан хамгийн их татдаг вэ?,challenge,Easy,18+,2-10,do
32-22,32,Date Challenge,22,Өнгөрсөнд очвол юу өөрчлөх вэ?,challenge,Medium,18+,2-10,do
32-23,32,Date Challenge,23,Ирээдүйгээ харвал юу мэдмээр байна?,challenge,Hard,18+,2-10,do
32-24,32,Date Challenge,24,Хэнтэй road trip хийх вэ?,challenge,Very Hard,18+,2-10,do
32-25,32,Date Challenge,25,Хэнтэй удаан ярилцмаар байна?,challenge,Extreme,18+,2-10,do
32-26,32,Date Challenge,26,Өөрийгөө 3 үгээр тодорхойл.,challenge,Easy,18+,2-10,do
32-27,32,Date Challenge,27,Өнөөдрийн mood-оо 3 emoji-оор хэл.,challenge,Medium,18+,2-10,do
32-28,32,Date Challenge,28,Эндээс хэнийг илүү танимаар байна?,challenge,Hard,18+,2-10,do
32-29,32,Date Challenge,29,Нэг асуулт өөрөө зохио.,challenge,Very Hard,18+,2-10,do
32-30,32,Date Challenge,30,Тухгүй байвал PASS хийж болно.,challenge,Extreme,18+,2-10,do
33-01,33,Pick One,1,Өөрийн хамгийн том мөрөөдлөө хэл.,choice,Easy,18+,2-10,choose
33-02,33,Pick One,2,Өөрийн нэг green flag-аа хэл.,choice,Medium,18+,2-10,choose
33-03,33,Pick One,3,Өөрийн нэг red flag-аа хэл.,choice,Hard,18+,2-10,choose
33-04,33,Pick One,4,Сүүлд хэзээ үнэхээр баярласан бэ?,choice,Very Hard,18+,2-10,choose
33-05,33,Pick One,5,Хэнээс message ирэхийг хүлээдэг вэ?,choice,Extreme,18+,2-10,choose
33-06,33,Pick One,6,Perfect weekend-ээ тайлбарла.,choice,Easy,18+,2-10,choose
33-07,33,Pick One,7,Dream destination-оо хэл.,choice,Medium,18+,2-10,choose
33-08,33,Pick One,8,Хамгийн их хүндэлдэг чанараа хэл.,choice,Hard,18+,2-10,choose
33-09,33,Pick One,9,Хамгийн муу зуршлаа хэл.,choice,Very Hard,18+,2-10,choose
33-10,33,Pick One,10,Хамгийн сайн чанараа хэл.,choice,Extreme,18+,2-10,choose
33-11,33,Pick One,11,5 жилийн дараах өөрийгөө төсөөл.,choice,Easy,18+,2-10,choose
33-12,33,Pick One,12,Нэг хүнийг сонгоод compliment өг.,choice,Medium,18+,2-10,choose
33-13,33,Pick One,13,Нэг хүний first impression-ийг хэл.,choice,Hard,18+,2-10,choose
33-14,33,Pick One,14,Нэг дуу санал болго.,choice,Very Hard,18+,2-10,choose
33-15,33,Pick One,15,Нэг кино санал болго.,choice,Extreme,18+,2-10,choose
33-16,33,Pick One,16,Нэг хоол сонгоод тайлбарла.,choice,Easy,18+,2-10,choose
33-17,33,Pick One,17,Нэг hobby туршиж үзмээр байгаагаа хэл.,choice,Medium,18+,2-10,choose
33-18,33,Pick One,18,Мөнгө авбал хамгийн түрүүнд юу хийх вэ?,choice,Hard,18+,2-10,choose
33-19,33,Pick One,19,Ямар хүнтэй амархан найзлах вэ?,choice,Very Hard,18+,2-10,choose
33-20,33,Pick One,20,Ямар зан хамгийн их turn-off вэ?,choice,Extreme,18+,2-10,choose
33-21,33,Pick One,21,Ямар зан хамгийн их татдаг вэ?,choice,Easy,18+,2-10,choose
33-22,33,Pick One,22,Өнгөрсөнд очвол юу өөрчлөх вэ?,choice,Medium,18+,2-10,choose
33-23,33,Pick One,23,Ирээдүйгээ харвал юу мэдмээр байна?,choice,Hard,18+,2-10,choose
33-24,33,Pick One,24,Хэнтэй road trip хийх вэ?,choice,Very Hard,18+,2-10,choose
33-25,33,Pick One,25,Хэнтэй удаан ярилцмаар байна?,choice,Extreme,18+,2-10,choose
33-26,33,Pick One,26,Өөрийгөө 3 үгээр тодорхойл.,choice,Easy,18+,2-10,choose
33-27,33,Pick One,27,Өнөөдрийн mood-оо 3 emoji-оор хэл.,choice,Medium,18+,2-10,choose
33-28,33,Pick One,28,Эндээс хэнийг илүү танимаар байна?,choice,Hard,18+,2-10,choose
33-29,33,Pick One,29,Нэг асуулт өөрөө зохио.,choice,Very Hard,18+,2-10,choose
33-30,33,Pick One,30,Тухгүй байвал PASS хийж болно.,choice,Extreme,18+,2-10,choose
34-01,34,Flirt Battle,1,Өөрийн хамгийн том мөрөөдлөө хэл.,challenge,Easy,18+,2-10,do
34-02,34,Flirt Battle,2,Өөрийн нэг green flag-аа хэл.,challenge,Medium,18+,2-10,do
34-03,34,Flirt Battle,3,Өөрийн нэг red flag-аа хэл.,challenge,Hard,18+,2-10,do
34-04,34,Flirt Battle,4,Сүүлд хэзээ үнэхээр баярласан бэ?,challenge,Very Hard,18+,2-10,do
34-05,34,Flirt Battle,5,Хэнээс message ирэхийг хүлээдэг вэ?,challenge,Extreme,18+,2-10,do
34-06,34,Flirt Battle,6,Perfect weekend-ээ тайлбарла.,challenge,Easy,18+,2-10,do
34-07,34,Flirt Battle,7,Dream destination-оо хэл.,challenge,Medium,18+,2-10,do
34-08,34,Flirt Battle,8,Хамгийн их хүндэлдэг чанараа хэл.,challenge,Hard,18+,2-10,do
34-09,34,Flirt Battle,9,Хамгийн муу зуршлаа хэл.,challenge,Very Hard,18+,2-10,do
34-10,34,Flirt Battle,10,Хамгийн сайн чанараа хэл.,challenge,Extreme,18+,2-10,do
34-11,34,Flirt Battle,11,5 жилийн дараах өөрийгөө төсөөл.,challenge,Easy,18+,2-10,do
34-12,34,Flirt Battle,12,Нэг хүнийг сонгоод compliment өг.,challenge,Medium,18+,2-10,do
34-13,34,Flirt Battle,13,Нэг хүний first impression-ийг хэл.,challenge,Hard,18+,2-10,do
34-14,34,Flirt Battle,14,Нэг дуу санал болго.,challenge,Very Hard,18+,2-10,do
34-15,34,Flirt Battle,15,Нэг кино санал болго.,challenge,Extreme,18+,2-10,do
34-16,34,Flirt Battle,16,Нэг хоол сонгоод тайлбарла.,challenge,Easy,18+,2-10,do
34-17,34,Flirt Battle,17,Нэг hobby туршиж үзмээр байгаагаа хэл.,challenge,Medium,18+,2-10,do
34-18,34,Flirt Battle,18,Мөнгө авбал хамгийн түрүүнд юу хийх вэ?,challenge,Hard,18+,2-10,do
34-19,34,Flirt Battle,19,Ямар хүнтэй амархан найзлах вэ?,challenge,Very Hard,18+,2-10,do
34-20,34,Flirt Battle,20,Ямар зан хамгийн их turn-off вэ?,challenge,Extreme,18+,2-10,do
34-21,34,Flirt Battle,21,Ямар зан хамгийн их татдаг вэ?,challenge,Easy,18+,2-10,do
34-22,34,Flirt Battle,22,Өнгөрсөнд очвол юу өөрчлөх вэ?,challenge,Medium,18+,2-10,do
34-23,34,Flirt Battle,23,Ирээдүйгээ харвал юу мэдмээр байна?,challenge,Hard,18+,2-10,do
34-24,34,Flirt Battle,24,Хэнтэй road trip хийх вэ?,challenge,Very Hard,18+,2-10,do
34-25,34,Flirt Battle,25,Хэнтэй удаан ярилцмаар байна?,challenge,Extreme,18+,2-10,do
34-26,34,Flirt Battle,26,Өөрийгөө 3 үгээр тодорхойл.,challenge,Easy,18+,2-10,do
34-27,34,Flirt Battle,27,Өнөөдрийн mood-оо 3 emoji-оор хэл.,challenge,Medium,18+,2-10,do
34-28,34,Flirt Battle,28,Эндээс хэнийг илүү танимаар байна?,challenge,Hard,18+,2-10,do
34-29,34,Flirt Battle,29,Нэг асуулт өөрөө зохио.,challenge,Very Hard,18+,2-10,do
34-30,34,Flirt Battle,30,Тухгүй байвал PASS хийж болно.,challenge,Extreme,18+,2-10,do
35-01,35,Compliment Battle,1,Өөрийн хамгийн том мөрөөдлөө хэл.,challenge,Easy,18+,2-10,do
35-02,35,Compliment Battle,2,Өөрийн нэг green flag-аа хэл.,challenge,Medium,18+,2-10,do
35-03,35,Compliment Battle,3,Өөрийн нэг red flag-аа хэл.,challenge,Hard,18+,2-10,do
35-04,35,Compliment Battle,4,Сүүлд хэзээ үнэхээр баярласан бэ?,challenge,Very Hard,18+,2-10,do
35-05,35,Compliment Battle,5,Хэнээс message ирэхийг хүлээдэг вэ?,challenge,Extreme,18+,2-10,do
35-06,35,Compliment Battle,6,Perfect weekend-ээ тайлбарла.,challenge,Easy,18+,2-10,do
35-07,35,Compliment Battle,7,Dream destination-оо хэл.,challenge,Medium,18+,2-10,do
35-08,35,Compliment Battle,8,Хамгийн их хүндэлдэг чанараа хэл.,challenge,Hard,18+,2-10,do
35-09,35,Compliment Battle,9,Хамгийн муу зуршлаа хэл.,challenge,Very Hard,18+,2-10,do
35-10,35,Compliment Battle,10,Хамгийн сайн чанараа хэл.,challenge,Extreme,18+,2-10,do
35-11,35,Compliment Battle,11,5 жилийн дараах өөрийгөө төсөөл.,challenge,Easy,18+,2-10,do
35-12,35,Compliment Battle,12,Нэг хүнийг сонгоод compliment өг.,challenge,Medium,18+,2-10,do
35-13,35,Compliment Battle,13,Нэг хүний first impression-ийг хэл.,challenge,Hard,18+,2-10,do
35-14,35,Compliment Battle,14,Нэг дуу санал болго.,challenge,Very Hard,18+,2-10,do
35-15,35,Compliment Battle,15,Нэг кино санал болго.,challenge,Extreme,18+,2-10,do
35-16,35,Compliment Battle,16,Нэг хоол сонгоод тайлбарла.,challenge,Easy,18+,2-10,do
35-17,35,Compliment Battle,17,Нэг hobby туршиж үзмээр байгаагаа хэл.,challenge,Medium,18+,2-10,do
35-18,35,Compliment Battle,18,Мөнгө авбал хамгийн түрүүнд юу хийх вэ?,challenge,Hard,18+,2-10,do
35-19,35,Compliment Battle,19,Ямар хүнтэй амархан найзлах вэ?,challenge,Very Hard,18+,2-10,do
35-20,35,Compliment Battle,20,Ямар зан хамгийн их turn-off вэ?,challenge,Extreme,18+,2-10,do
35-21,35,Compliment Battle,21,Ямар зан хамгийн их татдаг вэ?,challenge,Easy,18+,2-10,do
35-22,35,Compliment Battle,22,Өнгөрсөнд очвол юу өөрчлөх вэ?,challenge,Medium,18+,2-10,do
35-23,35,Compliment Battle,23,Ирээдүйгээ харвал юу мэдмээр байна?,challenge,Hard,18+,2-10,do
35-24,35,Compliment Battle,24,Хэнтэй road trip хийх вэ?,challenge,Very Hard,18+,2-10,do
35-25,35,Compliment Battle,25,Хэнтэй удаан ярилцмаар байна?,challenge,Extreme,18+,2-10,do
35-26,35,Compliment Battle,26,Өөрийгөө 3 үгээр тодорхойл.,challenge,Easy,18+,2-10,do
35-27,35,Compliment Battle,27,Өнөөдрийн mood-оо 3 emoji-оор хэл.,challenge,Medium,18+,2-10,do
35-28,35,Compliment Battle,28,Эндээс хэнийг илүү танимаар байна?,challenge,Hard,18+,2-10,do
35-29,35,Compliment Battle,29,Нэг асуулт өөрөө зохио.,challenge,Very Hard,18+,2-10,do
35-30,35,Compliment Battle,30,Тухгүй байвал PASS хийж болно.,challenge,Extreme,18+,2-10,do
36-01,36,Хэн түрүүлж дурлах вэ?,1,Өөрийн хамгийн том мөрөөдлөө хэл.,vote,Easy,18+,2-10,vote
36-02,36,Хэн түрүүлж дурлах вэ?,2,Өөрийн нэг green flag-аа хэл.,vote,Medium,18+,2-10,vote
36-03,36,Хэн түрүүлж дурлах вэ?,3,Өөрийн нэг red flag-аа хэл.,vote,Hard,18+,2-10,vote
36-04,36,Хэн түрүүлж дурлах вэ?,4,Сүүлд хэзээ үнэхээр баярласан бэ?,vote,Very Hard,18+,2-10,vote
36-05,36,Хэн түрүүлж дурлах вэ?,5,Хэнээс message ирэхийг хүлээдэг вэ?,vote,Extreme,18+,2-10,vote
36-06,36,Хэн түрүүлж дурлах вэ?,6,Perfect weekend-ээ тайлбарла.,vote,Easy,18+,2-10,vote
36-07,36,Хэн түрүүлж дурлах вэ?,7,Dream destination-оо хэл.,vote,Medium,18+,2-10,vote
36-08,36,Хэн түрүүлж дурлах вэ?,8,Хамгийн их хүндэлдэг чанараа хэл.,vote,Hard,18+,2-10,vote
36-09,36,Хэн түрүүлж дурлах вэ?,9,Хамгийн муу зуршлаа хэл.,vote,Very Hard,18+,2-10,vote
36-10,36,Хэн түрүүлж дурлах вэ?,10,Хамгийн сайн чанараа хэл.,vote,Extreme,18+,2-10,vote
36-11,36,Хэн түрүүлж дурлах вэ?,11,5 жилийн дараах өөрийгөө төсөөл.,vote,Easy,18+,2-10,vote
36-12,36,Хэн түрүүлж дурлах вэ?,12,Нэг хүнийг сонгоод compliment өг.,vote,Medium,18+,2-10,vote
36-13,36,Хэн түрүүлж дурлах вэ?,13,Нэг хүний first impression-ийг хэл.,vote,Hard,18+,2-10,vote
36-14,36,Хэн түрүүлж дурлах вэ?,14,Нэг дуу санал болго.,vote,Very Hard,18+,2-10,vote
36-15,36,Хэн түрүүлж дурлах вэ?,15,Нэг кино санал болго.,vote,Extreme,18+,2-10,vote
36-16,36,Хэн түрүүлж дурлах вэ?,16,Нэг хоол сонгоод тайлбарла.,vote,Easy,18+,2-10,vote
36-17,36,Хэн түрүүлж дурлах вэ?,17,Нэг hobby туршиж үзмээр байгаагаа хэл.,vote,Medium,18+,2-10,vote
36-18,36,Хэн түрүүлж дурлах вэ?,18,Мөнгө авбал хамгийн түрүүнд юу хийх вэ?,vote,Hard,18+,2-10,vote
36-19,36,Хэн түрүүлж дурлах вэ?,19,Ямар хүнтэй амархан найзлах вэ?,vote,Very Hard,18+,2-10,vote
36-20,36,Хэн түрүүлж дурлах вэ?,20,Ямар зан хамгийн их turn-off вэ?,vote,Extreme,18+,2-10,vote
36-21,36,Хэн түрүүлж дурлах вэ?,21,Ямар зан хамгийн их татдаг вэ?,vote,Easy,18+,2-10,vote
36-22,36,Хэн түрүүлж дурлах вэ?,22,Өнгөрсөнд очвол юу өөрчлөх вэ?,vote,Medium,18+,2-10,vote
36-23,36,Хэн түрүүлж дурлах вэ?,23,Ирээдүйгээ харвал юу мэдмээр байна?,vote,Hard,18+,2-10,vote
36-24,36,Хэн түрүүлж дурлах вэ?,24,Хэнтэй road trip хийх вэ?,vote,Very Hard,18+,2-10,vote
36-25,36,Хэн түрүүлж дурлах вэ?,25,Хэнтэй удаан ярилцмаар байна?,vote,Extreme,18+,2-10,vote
36-26,36,Хэн түрүүлж дурлах вэ?,26,Өөрийгөө 3 үгээр тодорхойл.,vote,Easy,18+,2-10,vote
36-27,36,Хэн түрүүлж дурлах вэ?,27,Өнөөдрийн mood-оо 3 emoji-оор хэл.,vote,Medium,18+,2-10,vote
36-28,36,Хэн түрүүлж дурлах вэ?,28,Эндээс хэнийг илүү танимаар байна?,vote,Hard,18+,2-10,vote
36-29,36,Хэн түрүүлж дурлах вэ?,29,Нэг асуулт өөрөө зохио.,vote,Very Hard,18+,2-10,vote
36-30,36,Хэн түрүүлж дурлах вэ?,30,Тухгүй байвал PASS хийж болно.,vote,Extreme,18+,2-10,vote
37-01,37,Миний ideal type,1,Өөрийн хамгийн том мөрөөдлөө хэл.,question,Easy,18+,2-10,answer
37-02,37,Миний ideal type,2,Өөрийн нэг green flag-аа хэл.,question,Medium,18+,2-10,answer
37-03,37,Миний ideal type,3,Өөрийн нэг red flag-аа хэл.,question,Hard,18+,2-10,answer
37-04,37,Миний ideal type,4,Сүүлд хэзээ үнэхээр баярласан бэ?,question,Very Hard,18+,2-10,answer
37-05,37,Миний ideal type,5,Хэнээс message ирэхийг хүлээдэг вэ?,question,Extreme,18+,2-10,answer
37-06,37,Миний ideal type,6,Perfect weekend-ээ тайлбарла.,question,Easy,18+,2-10,answer
37-07,37,Миний ideal type,7,Dream destination-оо хэл.,question,Medium,18+,2-10,answer
37-08,37,Миний ideal type,8,Хамгийн их хүндэлдэг чанараа хэл.,question,Hard,18+,2-10,answer
37-09,37,Миний ideal type,9,Хамгийн муу зуршлаа хэл.,question,Very Hard,18+,2-10,answer
37-10,37,Миний ideal type,10,Хамгийн сайн чанараа хэл.,question,Extreme,18+,2-10,answer
37-11,37,Миний ideal type,11,5 жилийн дараах өөрийгөө төсөөл.,question,Easy,18+,2-10,answer
37-12,37,Миний ideal type,12,Нэг хүнийг сонгоод compliment өг.,question,Medium,18+,2-10,answer
37-13,37,Миний ideal type,13,Нэг хүний first impression-ийг хэл.,question,Hard,18+,2-10,answer
37-14,37,Миний ideal type,14,Нэг дуу санал болго.,question,Very Hard,18+,2-10,answer
37-15,37,Миний ideal type,15,Нэг кино санал болго.,question,Extreme,18+,2-10,answer
37-16,37,Миний ideal type,16,Нэг хоол сонгоод тайлбарла.,question,Easy,18+,2-10,answer
37-17,37,Миний ideal type,17,Нэг hobby туршиж үзмээр байгаагаа хэл.,question,Medium,18+,2-10,answer
37-18,37,Миний ideal type,18,Мөнгө авбал хамгийн түрүүнд юу хийх вэ?,question,Hard,18+,2-10,answer
37-19,37,Миний ideal type,19,Ямар хүнтэй амархан найзлах вэ?,question,Very Hard,18+,2-10,answer
37-20,37,Миний ideal type,20,Ямар зан хамгийн их turn-off вэ?,question,Extreme,18+,2-10,answer
37-21,37,Миний ideal type,21,Ямар зан хамгийн их татдаг вэ?,question,Easy,18+,2-10,answer
37-22,37,Миний ideal type,22,Өнгөрсөнд очвол юу өөрчлөх вэ?,question,Medium,18+,2-10,answer
37-23,37,Миний ideal type,23,Ирээдүйгээ харвал юу мэдмээр байна?,question,Hard,18+,2-10,answer
37-24,37,Миний ideal type,24,Хэнтэй road trip хийх вэ?,question,Very Hard,18+,2-10,answer
37-25,37,Миний ideal type,25,Хэнтэй удаан ярилцмаар байна?,question,Extreme,18+,2-10,answer
37-26,37,Миний ideal type,26,Өөрийгөө 3 үгээр тодорхойл.,question,Easy,18+,2-10,answer
37-27,37,Миний ideal type,27,Өнөөдрийн mood-оо 3 emoji-оор хэл.,question,Medium,18+,2-10,answer
37-28,37,Миний ideal type,28,Эндээс хэнийг илүү танимаар байна?,question,Hard,18+,2-10,answer
37-29,37,Миний ideal type,29,Нэг асуулт өөрөө зохио.,question,Very Hard,18+,2-10,answer
37-30,37,Миний ideal type,30,Тухгүй байвал PASS хийж болно.,question,Extreme,18+,2-10,answer
38-01,38,Blind Choice,1,Өөрийн хамгийн том мөрөөдлөө хэл.,choice,Easy,18+,2-10,choose
